business_name,category,emirate,city,address,phone,email,website_url,source_url,source_name,last_verified_at,services
"Rucksack Inn","Accommodation","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/13236066637","OpenStreetMap","2026-03-11T21:34:01.247Z",""
"Carindelia","Cafés & Restaurants","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/13352625040","OpenStreetMap","2026-03-11T21:34:01.247Z",""
"Flo Island Home","Accommodation","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/13352823913","OpenStreetMap","2026-03-11T21:34:01.247Z",""
"Popo Isso Homestay","Accommodation","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/13356830577","OpenStreetMap","2026-03-11T21:34:01.247Z",""
"Vency Hardware and Construction Supplies","Essentials & Services","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/13363188472","OpenStreetMap","2026-03-11T21:34:01.247Z",""
"D'Meetup Restobar","Cafés & Restaurants","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/13363191176","OpenStreetMap","2026-03-11T21:34:01.247Z",""
"Nier Mini Mart","Essentials & Services","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/13363193900","OpenStreetMap","2026-03-11T21:34:01.247Z",""
"Pemar Grill House","Cafés & Restaurants","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/13363230838","OpenStreetMap","2026-03-11T21:34:01.247Z",""
"JG53 Homestay","Accommodation","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/13367134976","OpenStreetMap","2026-03-11T21:34:01.247Z",""
"2GO Services","Essentials & Services","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/13367160519","OpenStreetMap","2026-03-11T21:34:01.247Z",""
"Isla Burger","Cafés & Restaurants","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/13368501940","OpenStreetMap","2026-03-11T21:34:01.247Z",""
"Bajala","Accommodation","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/13369406731","OpenStreetMap","2026-03-11T21:34:01.247Z",""
"Little Rotti","Cafés & Restaurants","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/13369406732","OpenStreetMap","2026-03-11T21:34:01.247Z",""
"Gamai Store","Essentials & Services","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/13369450650","OpenStreetMap","2026-03-11T21:34:01.247Z",""
"Bastie Coffeeshop","Cafés & Restaurants","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/13371108675","OpenStreetMap","2026-03-11T21:34:01.247Z",""
"Mangrove Boardwalk (the road goes out here now)","Surf Schools & Rentals","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/13518301446","OpenStreetMap","2026-03-11T21:34:01.247Z",""
"General Luna Integrated Terminal, New location for Datsco bus to Dapa","Essentials & Services","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/13518301447","OpenStreetMap","2026-03-11T21:34:01.247Z",""
"Secret Lagoon at the end of the canoe ride","Surf Schools & Rentals","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/13518302629","OpenStreetMap","2026-03-11T21:34:01.247Z",""
"Pore's Homestay, entry next to the restaurant of the same name","Accommodation","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/13518302738","OpenStreetMap","2026-03-11T21:34:01.247Z",""
"Ozen Freediving Siargao","Accommodation","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/13521069101","OpenStreetMap","2026-03-11T21:34:01.247Z",""
"JT'S Manukan Grille","Cafés & Restaurants","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/13521396901","OpenStreetMap","2026-03-11T21:34:01.248Z",""
"Miss Krispy","Cafés & Restaurants","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/node/13524151501","OpenStreetMap","2026-03-11T21:34:01.248Z",""
"Bamboo Garden","Accommodation","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/way/184709013","OpenStreetMap","2026-03-11T21:34:01.248Z",""
"Bollox Bar & Restaurant","Accommodation","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/way/184712565","OpenStreetMap","2026-03-11T21:34:01.248Z",""
"Siargao Inn","Accommodation","General Luna","General Luna","General Luna, Siargao","","","","https://www.openstreetmap.org/way/184721262","OpenStreetMap","2026-03-11T21:34:01.248Z",""
"Sayak Airport","Essentials & Services","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/way/322148346","OpenStreetMap","2026-03-11T21:34:01.248Z",""
"Sayak Elementary School","Essentials & Services","Del Carmen","Del Carmen","Santa Monica-San Isidro Road, Sayak, Del Carmen, Siargao","","","","https://www.openstreetmap.org/way/323732027","OpenStreetMap","2026-03-11T21:34:01.248Z",""
"Cancohoy Elementary School","Essentials & Services","Del Carmen","Del Carmen","Del Carmen, Siargao","","","","https://www.openstreetmap.org/way/323736988","OpenStreetMap","2026-03-11T21:34:01.248Z",""
"Dapa Municipal Police Station","Essentials & Services","Dapa","Dapa","Dapa, Siargao","","","","https://www.openstreetmap.org/way/332242949","OpenStreetMap","2026-03-11T21:34:01.248Z",""
"Dapa Ferry Passenger Terminal Building","Essentials & Services","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/way/332242950","OpenStreetMap","2026-03-11T21:34:01.248Z",""
"EastWest Unibank","Essentials & Services","Dapa","Dapa","Dapa, Siargao","","","","https://www.openstreetmap.org/way/332242951","OpenStreetMap","2026-03-11T21:34:01.248Z",""
"Dapa Municipal Hall","Essentials & Services","Dapa","Dapa","Dapa, Siargao","","","","https://www.openstreetmap.org/way/332242953","OpenStreetMap","2026-03-11T21:34:01.248Z",""
"East Coast Warehouse Center","Essentials & Services","Dapa","Dapa","Jacinto, Dapa, Siargao","","","","https://www.openstreetmap.org/way/332243421","OpenStreetMap","2026-03-11T21:34:01.248Z",""
"La Isla Resort","Accommodation","General Luna","General Luna","General Luna, Siargao","","","","https://www.openstreetmap.org/way/332247177","OpenStreetMap","2026-03-11T21:34:01.248Z",""
"Siargao Hall of Justice","Essentials & Services","General Luna","General Luna","Dapa - General Luna Road, General Luna, Siargao","","","","https://www.openstreetmap.org/way/332248689","OpenStreetMap","2026-03-11T21:34:01.248Z",""
"Pilar Central Elementary School","Essentials & Services","Pilar","Pilar","Osmeña-Pilar Road, Pilar, Siargao","","","","https://www.openstreetmap.org/way/332250733","OpenStreetMap","2026-03-11T21:34:01.248Z",""
"Suyangan Elementary School","Essentials & Services","General Luna","General Luna","General Luna, Siargao","","","","https://www.openstreetmap.org/way/332259947","OpenStreetMap","2026-03-11T21:34:01.248Z",""
"Pilar Gymnasium","Wellness & Spa","General Luna","General Luna","Gerona Street, Siargao","","","","https://www.openstreetmap.org/way/338642249","OpenStreetMap","2026-03-11T21:34:01.248Z",""
"Bahay Pamahalaan ng Bayan ng Pilar","Essentials & Services","General Luna","General Luna","Gerona Street, Siargao","","","","https://www.openstreetmap.org/way/338642263","OpenStreetMap","2026-03-11T21:34:01.248Z",""
"General Luna Town Hall","Essentials & Services","General Luna","General Luna","General Luna, Siargao","","","","https://www.openstreetmap.org/way/338647892","OpenStreetMap","2026-03-11T21:34:01.248Z",""
"General Luna Rural Health Unit","Wellness & Spa","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/way/338647893","OpenStreetMap","2026-03-11T21:34:01.248Z",""
"Kanto Kakanin","Essentials & Services","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/way/338673699","OpenStreetMap","2026-03-11T21:34:01.248Z",""
"Our Lady of Mount Carmel","Transport Rentals","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/way/338726550","OpenStreetMap","2026-03-11T21:34:01.248Z",""
"Teteng Store","Essentials & Services","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/way/338732711","OpenStreetMap","2026-03-11T21:34:01.248Z",""
"Katipunan Elementary School","Essentials & Services","Del Carmen","Del Carmen","National Road, Del Carmen, Siargao","","","","https://www.openstreetmap.org/way/369104357","OpenStreetMap","2026-03-11T21:34:01.251Z",""
"Bay-ang Elementary School","Essentials & Services","Socorro","Socorro","Socorro, Siargao","","","","https://www.openstreetmap.org/way/450150205","OpenStreetMap","2026-03-11T21:34:01.251Z",""
"Nueva Estrella Central Elementary School","Essentials & Services","Socorro","Socorro","Socorro, Siargao","","","","https://www.openstreetmap.org/way/464306945","OpenStreetMap","2026-03-11T21:34:01.251Z",""
"Suyangan National High School","Essentials & Services","General Luna","General Luna","General Luna, Siargao","","","","https://www.openstreetmap.org/way/478981288","OpenStreetMap","2026-03-11T21:34:01.251Z",""
"Anajawan Elementary School","Essentials & Services","General Luna","General Luna","General Luna, Siargao","","","","https://www.openstreetmap.org/way/479053245","OpenStreetMap","2026-03-11T21:34:01.251Z",""
"Sudlon Elementary School","Essentials & Services","Socorro","Socorro","Socorro, Siargao","","","","https://www.openstreetmap.org/way/479238499","OpenStreetMap","2026-03-11T21:34:01.251Z",""
"Pamosaingan Elementary School","Essentials & Services","Socorro","Socorro","Socorro, Siargao","","","","https://www.openstreetmap.org/way/479473747","OpenStreetMap","2026-03-11T21:34:01.251Z",""
"Tangbo Elementary School","Essentials & Services","Santa Monica","Santa Monica","Santa Monica, Siargao","","","","https://www.openstreetmap.org/way/480116518","OpenStreetMap","2026-03-11T21:34:01.251Z",""
"Cambas-ac Elementary School","Essentials & Services","Dapa","Dapa","Dapa, Siargao","","","","https://www.openstreetmap.org/way/482943299","OpenStreetMap","2026-03-11T21:34:01.251Z",""
"Corregidor Elementary School","Essentials & Services","Dapa","Dapa","Dapa, Siargao","","","","https://www.openstreetmap.org/way/483216605","OpenStreetMap","2026-03-11T21:34:01.251Z",""
"Salvacion Elementary School","Essentials & Services","Pilar","Pilar","San Jose Street, Pilar, Siargao","","","","https://www.openstreetmap.org/way/485271747","OpenStreetMap","2026-03-11T21:34:01.251Z",""
"Salvacion Barangay Center","Cafés & Restaurants","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/way/485291880","OpenStreetMap","2026-03-11T21:34:01.251Z",""
"Salvacion Catholic Church","Essentials & Services","General Luna","General Luna","San Jose Street, Siargao","","","","https://www.openstreetmap.org/way/485291893","OpenStreetMap","2026-03-11T21:34:01.251Z",""
"His Majesty Chirstian Church","Essentials & Services","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/way/487293903","OpenStreetMap","2026-03-11T21:34:01.251Z",""
"Salvacion Health Center","Essentials & Services","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/way/487338033","OpenStreetMap","2026-03-11T21:34:01.251Z","Small clinic for Salvacion people"
"Lasala Elementary School","Essentials & Services","Del Carmen","Del Carmen","Del Carmen, Siargao","","","","https://www.openstreetmap.org/way/543231868","OpenStreetMap","2026-03-11T21:34:01.251Z",""
"Hali-an Elementary School","Essentials & Services","Del Carmen","Del Carmen","Del Carmen, Siargao","","","","https://www.openstreetmap.org/way/543426445","OpenStreetMap","2026-03-11T21:34:01.251Z",""
"Sapao Central Elementary School","Essentials & Services","Santa Monica","Santa Monica","Santa Monica, Siargao","","","","https://www.openstreetmap.org/way/581474936","OpenStreetMap","2026-03-11T21:34:01.251Z",""
"Rizal Elementary School","Essentials & Services","Santa Monica","Santa Monica","San Pedro Street, Santa Monica, Siargao","","","","https://www.openstreetmap.org/way/581474937","OpenStreetMap","2026-03-11T21:34:01.251Z",""
"Garcia Primary School","Essentials & Services","Santa Monica","Santa Monica","Santa Monica, Siargao","","","","https://www.openstreetmap.org/way/581474938","OpenStreetMap","2026-03-11T21:34:01.251Z",""
"Ideal","Cafés & Restaurants","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/way/640955482","OpenStreetMap","2026-03-11T21:34:01.251Z",""
"Santa Paz Elementary School","Essentials & Services","General Luna","General Luna","Bonono Street, San Isidro, Siargao","","","","https://www.openstreetmap.org/way/756111164","OpenStreetMap","2026-03-11T21:34:01.251Z",""
"N. Sering Elementary School","Essentials & Services","Socorro","Socorro","Socorro, Siargao","","","","https://www.openstreetmap.org/way/756146938","OpenStreetMap","2026-03-11T21:34:01.252Z",""
"Nueva Elementary Estrella National High School","Essentials & Services","Socorro","Socorro","Socorro, Siargao","","","","https://www.openstreetmap.org/way/771551328","OpenStreetMap","2026-03-11T21:34:01.252Z",""
"Consolacion National High School","Essentials & Services","Dapa","Dapa","Dapa, Siargao","","","","https://www.openstreetmap.org/way/773153686","OpenStreetMap","2026-03-11T21:34:01.252Z",""
"Burgos National High School","Essentials & Services","Burgos","Burgos","Burgos, Siargao","","","","https://www.openstreetmap.org/way/773691996","OpenStreetMap","2026-03-11T21:34:01.252Z",""
"Nissi Savers Oil","Essentials & Services","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/way/779225837","OpenStreetMap","2026-03-11T21:34:01.252Z",""
"Bahay Pamahalaan ng Barangay Santa Felomina","Cafés & Restaurants","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/way/789337645","OpenStreetMap","2026-03-11T21:34:01.252Z",""
"Bahay Pamahalaan ng Barangay Consolacion","Cafés & Restaurants","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/way/789337879","OpenStreetMap","2026-03-11T21:34:01.252Z",""
"Sohoton Cove Visitors Center","Essentials & Services","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/way/801994742","OpenStreetMap","2026-03-11T21:34:01.252Z",""
"Songkoy Elementary School","Essentials & Services","Socorro","Socorro","Rizal Street, Socorro, Siargao","","","","https://www.openstreetmap.org/way/804892677","OpenStreetMap","2026-03-11T21:34:01.252Z",""
"Del Pilar Community Primary School","Essentials & Services","Socorro","Socorro","Cosmiano Street, Socorro, Siargao","","","","https://www.openstreetmap.org/way/804892678","OpenStreetMap","2026-03-11T21:34:01.252Z",""
"Pamosaingan National High School","Essentials & Services","Socorro","Socorro","Socorro, Siargao","","","","https://www.openstreetmap.org/way/804899393","OpenStreetMap","2026-03-11T21:34:01.252Z",""
"Salog Elementary School","Essentials & Services","Socorro","Socorro","Purok 3, Zamora Street, Socorro, Siargao","","","","https://www.openstreetmap.org/way/804899394","OpenStreetMap","2026-03-11T21:34:01.252Z",""
"San Carlos Elementary School","Transport Rentals","Dapa","Dapa","Dapa, Siargao","","","","https://www.openstreetmap.org/way/813741319","OpenStreetMap","2026-03-11T21:34:01.252Z",""
"Daku Elementary School","Essentials & Services","General Luna","General Luna","General Luna, Siargao","","","","https://www.openstreetmap.org/way/816044398","OpenStreetMap","2026-03-11T21:34:01.252Z",""
"Consolacion Elementary School","Essentials & Services","Dapa","Dapa","Dapa, Siargao","","","","https://www.openstreetmap.org/way/816350273","OpenStreetMap","2026-03-11T21:34:01.252Z",""
"San Miguel Elementary School","Essentials & Services","Dapa","Dapa","Dapa, Siargao","","","","https://www.openstreetmap.org/way/816350294","OpenStreetMap","2026-03-11T21:34:01.252Z",""
"Bahay Pamahalaan ng Barangay Union","Cafés & Restaurants","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/way/817654503","OpenStreetMap","2026-03-11T21:34:01.252Z",""
"Marc & Lawrence","Essentials & Services","General Luna","General Luna","Siargao","","","","https://www.openstreetmap.org/way/817835348","OpenStreetMap","2026-03-11T21:34:01.252Z",""
"San Isidro Rural Health Unit","Wellness & Spa","General Luna","General Luna","Siargao","","sanisidroruralhealthunit@gmail.com","","https://www.openstreetmap.org/way/818081146","OpenStreetMap","2026-03-11T21:34:01.252Z",""
"Pilar Rural Health Unit","Wellness & Spa","General Luna","General Luna","Gerona Street, Siargao","+639331850187","rhupilar@gmail.com","","https://www.openstreetmap.org/way/818121344","OpenStreetMap","2026-03-11T21:34:01.252Z",""
"Bitaug Primary School","Essentials & Services","Burgos","Burgos","National Road, Burgos, Siargao","","","","https://www.openstreetmap.org/way/844103572","OpenStreetMap","2026-03-11T21:34:01.252Z",""
"Burgos Central Elementary School","Essentials & Services","Burgos","Burgos","Burgos, Siargao","","","","https://www.openstreetmap.org/way/844104305","OpenStreetMap","2026-03-11T21:34:01.252Z",""
"Sapao National High School","Essentials & Services","Santa Monica","Santa Monica","Santa Monica, Siargao","","","","https://www.openstreetmap.org/way/844110485","OpenStreetMap","2026-03-11T21:34:01.252Z",""
"Bailan Elementary School","Essentials & Services","Santa Monica","Santa Monica","Crispolo Street, Santa Monica, Siargao","","","","https://www.openstreetmap.org/way/844124309","OpenStreetMap","2026-03-11T21:34:01.252Z",""
"Magsaysay Elementary School","Essentials & Services","Santa Monica","Santa Monica","Santa Monica, Siargao","","","","https://www.openstreetmap.org/way/844127899","OpenStreetMap","2026-03-11T21:34:01.252Z",""
"San Juan Elementary School","Essentials & Services","San Benito","San Benito","National Road, San Benito, Siargao","","","","https://www.openstreetmap.org/way/844128750","OpenStreetMap","2026-03-11T21:34:01.252Z",""
"Libertad Elementary School","Essentials & Services","Santa Monica","Santa Monica","Santa Monica, Siargao","","","","https://www.openstreetmap.org/way/844131830","OpenStreetMap","2026-03-11T21:34:01.252Z",""
"San Fernando Elementary School","Essentials & Services","Del Carmen","Del Carmen","Del Carmen, Siargao","","","","https://www.openstreetmap.org/way/844681834","OpenStreetMap","2026-03-11T21:34:01.252Z",""
"Tawin-tawin Elementary School","Essentials & Services","General Luna","General Luna","General Luna, Siargao","","","","https://www.openstreetmap.org/way/904061512","OpenStreetMap","2026-03-11T21:34:01.252Z",""
"San Mateo Elementary School","Essentials & Services","Burgos","Burgos","Burgos, Siargao","","","","https://www.openstreetmap.org/way/915307189","OpenStreetMap","2026-03-11T21:34:01.252Z",""
"San Isidro National High School","Essentials & Services","General Luna","General Luna","San Isidro, Siargao","","304782@deped.gov.ph","","https://www.openstreetmap.org/way/915307940","OpenStreetMap","2026-03-11T21:34:01.252Z",""
"San Isidro Central Elementary School","Essentials & Services","General Luna","General Luna","National Road, San Isidro, Siargao","","132199@deped.gov.ph","","https://www.openstreetmap.org/way/915308380","OpenStreetMap","2026-03-11T21:34:01.252Z",""
"Buhing Calipay Elementary School","Essentials & Services","General Luna","General Luna","San Isidro, Siargao","","132193@deped.gov.ph","","https://www.openstreetmap.org/way/915308694","OpenStreetMap","2026-03-11T21:34:01.252Z",""
"Jaboy Elementary School","Essentials & Services","Pilar","Pilar","Pilar, Siargao","","","","https://www.openstreetmap.org/way/915362726","OpenStreetMap","2026-03-11T21:34:01.252Z",""
"Caridad National High School","Transport Rentals","Pilar","Pilar","Pilar, Siargao","","","","https://www.openstreetmap.org/way/915363654","OpenStreetMap","2026-03-11T21:34:01.252Z",""
"Malinao Elementary School","Essentials & Services","General Luna","General Luna","Dapa – Union – General Luna Road, Malinao, General Luna, Siargao","","","","https://www.openstreetmap.org/way/915673041","OpenStreetMap","2026-03-11T21:34:01.252Z",""
"Don Paulino Elementary School","Essentials & Services","Dapa","Dapa","Dapa – Union – General Luna Road, Dapa, Siargao","","","","https://www.openstreetmap.org/way/915673618","OpenStreetMap","2026-03-11T21:34:01.252Z",""
"Can-uyan Primary School","Essentials & Services","Dapa","Dapa","Dapa, Siargao","","","","https://www.openstreetmap.org/way/915673652","OpenStreetMap","2026-03-11T21:34:01.252Z",""
"Don Enrique Navarro Memorial School","Essentials & Services","Dapa","Dapa","Hospital Road, Dapa, Siargao","","","","https://www.openstreetmap.org/way/915673812","OpenStreetMap","2026-03-11T21:34:01.252Z",""
"Catabaan Elementary School","Essentials & Services","Dapa","Dapa","National Road, Dapa, Siargao","","","","https://www.openstreetmap.org/way/915674611","OpenStreetMap","2026-03-11T21:34:01.252Z",""
"Santo Niño Elementary School","Essentials & Services","General Luna","General Luna","National Highway, San Isidro, Siargao","","","","https://www.openstreetmap.org/way/915693148","OpenStreetMap","2026-03-11T21:34:01.252Z",""
"Bongdo Elementary School","Essentials & Services","San Benito","San Benito","Purok 4, Pobe Street, San Benito, Siargao","","","","https://www.openstreetmap.org/way/915694997","OpenStreetMap","2026-03-11T21:34:01.252Z",""
"Antipolo Elementary School","Essentials & Services","Del Carmen","Del Carmen","Del Carmen, Siargao","","","","https://www.openstreetmap.org/way/961437214","OpenStreetMap","2026-03-11T21:34:01.252Z",""
"Mabini Elementary School","Essentials & Services","Santa Monica","Santa Monica","Cagayan Provincial Road, Santa Monica, Siargao","","","","https://www.openstreetmap.org/way/968649559","OpenStreetMap","2026-03-11T21:34:01.252Z",""
"Libertad National High School","Essentials & Services","Santa Monica","Santa Monica","Santa Monica, Siargao","","","","https://www.openstreetmap.org/way/968649560","OpenStreetMap","2026-03-11T21:34:01.252Z",""
"Pelaez Elementary School","Essentials & Services","General Luna","General Luna","San Isidro, Siargao","","","","https://www.openstreetmap.org/way/968649839","OpenStreetMap","2026-03-11T21:34:01.253Z",""
"Tambacan Primary School","Essentials & Services","General Luna","General Luna","San Isidro, Siargao","","","","https://www.openstreetmap.org/way/968649920","OpenStreetMap","2026-03-11T21:34:01.253Z",""
"Macapagal Primary School","Essentials & Services","General Luna","General Luna","National Road, San Isidro, Siargao","","","","https://www.openstreetmap.org/way/968650837","OpenStreetMap","2026-03-11T21:34:01.253Z",""
"Jamoyaon Elementary School","Essentials & Services","Del Carmen","Del Carmen","Del Carmen, Siargao","","","","https://www.openstreetmap.org/way/968650840","OpenStreetMap","2026-03-11T21:34:01.253Z",""
"San Roque Elementary School","Essentials & Services","Pilar","Pilar","Pilar, Siargao","","","","https://www.openstreetmap.org/way/968651220","OpenStreetMap","2026-03-11T21:34:01.253Z",""
"Pilar National High School","Essentials & Services","Pilar","Pilar","Osmeña-Pilar Road, Pilar, Siargao","","","","https://www.openstreetmap.org/way/968651676","OpenStreetMap","2026-03-11T21:34:01.253Z",""
"Santa Cruz Elementary School","Essentials & Services","General Luna","General Luna","General Luna, Siargao","","","","https://www.openstreetmap.org/way/968652478","OpenStreetMap","2026-03-11T21:34:01.253Z",""
"Santa Fe Elementary School","Essentials & Services","General Luna","General Luna","General Luna, Siargao","","","","https://www.openstreetmap.org/way/968652531","OpenStreetMap","2026-03-11T21:34:01.253Z",""
"Santa Fe National High School","Essentials & Services","General Luna","General Luna","Provincial Road, General Luna, Siargao","","","","https://www.openstreetmap.org/way/968652561","OpenStreetMap","2026-03-11T21:34:01.253Z",""
"Corazon Elementary School","Essentials & Services","General Luna","General Luna","General Luna, Siargao","","","","https://www.openstreetmap.org/way/968653779","OpenStreetMap","2026-03-11T21:34:01.253Z",""
"Mabuhay Elementary School","Essentials & Services","Pilar","Pilar","National Highway, Pilar, Siargao","","","","https://www.openstreetmap.org/way/968654109","OpenStreetMap","2026-03-11T21:34:01.253Z",""
"Quezon Primary School","Essentials & Services","Del Carmen","Del Carmen","Del Carmen, Siargao","","","","https://www.openstreetmap.org/way/968656405","OpenStreetMap","2026-03-11T21:34:01.253Z",""
"Tuboran Elementary School","Essentials & Services","Del Carmen","Del Carmen","Del Carmen, Siargao","","","","https://www.openstreetmap.org/way/968657499","OpenStreetMap","2026-03-11T21:34:01.253Z",""
"Mariano Matugas Memorial National High School","Essentials & Services","Del Carmen","Del Carmen","Del Carmen, Siargao","","","","https://www.openstreetmap.org/way/968657500","OpenStreetMap","2026-03-11T21:34:01.253Z",""
"Maasin Elementary School","Essentials & Services","Pilar","Pilar","Pilar, Siargao","","","","https://www.openstreetmap.org/way/968657597","OpenStreetMap","2026-03-11T21:34:01.253Z",""
"Mahayahay Elementary School","Essentials & Services","Del Carmen","Del Carmen","Del Carmen, Siargao","","","","https://www.openstreetmap.org/way/968657746","OpenStreetMap","2026-03-11T21:34:01.253Z",""
"Esperanza Elementary School","Essentials & Services","Del Carmen","Del Carmen","Del Carmen, Siargao","","","","https://www.openstreetmap.org/way/968657949","OpenStreetMap","2026-03-11T21:34:01.253Z",""
"Lobogon Elementary School","Essentials & Services","Del Carmen","Del Carmen","Santa Monica-San Isidro Road, Del Carmen, Siargao","","","","https://www.openstreetmap.org/way/968658163","OpenStreetMap","2026-03-11T21:34:01.253Z",""
"Cabugao Elementary School","Essentials & Services","Del Carmen","Del Carmen","Del Carmen, Siargao","","","","https://www.openstreetmap.org/way/968658265","OpenStreetMap","2026-03-11T21:34:01.253Z",""
"Bitoon Elementary School","Essentials & Services","Del Carmen","Del Carmen","National Highway, Del Carmen, Siargao","","","","https://www.openstreetmap.org/way/968658337","OpenStreetMap","2026-03-11T21:34:01.253Z",""
"Santa Fe Elementary School","Essentials & Services","Dapa","Dapa","National Road, Dapa, Siargao","","","","https://www.openstreetmap.org/way/968659812","OpenStreetMap","2026-03-11T21:34:01.253Z",""
"Jubang Elementary School","Essentials & Services","Dapa","Dapa","Dapa, Siargao","","","","https://www.openstreetmap.org/way/968659848","OpenStreetMap","2026-03-11T21:34:01.253Z",""
"Osmeña Elementary School","Essentials & Services","Dapa","Dapa","Dapa, Siargao","","","","https://www.openstreetmap.org/way/968660231","OpenStreetMap","2026-03-11T21:34:01.253Z",""
"La Januza Elementary School","Essentials & Services","General Luna","General Luna","General Luna, Siargao","","","","https://www.openstreetmap.org/way/968660604","OpenStreetMap","2026-03-11T21:34:01.253Z",""
"Bagacay Elementary School","Essentials & Services","Dapa","Dapa","Dapa, Siargao","","","","https://www.openstreetmap.org/way/968661130","OpenStreetMap","2026-03-11T21:34:01.253Z",""
"Socorro Central Elementary School","Essentials & Services","Socorro","Socorro","Socorro, Siargao","","","","https://www.openstreetmap.org/way/968695624","OpenStreetMap","2026-03-11T21:34:01.253Z",""
"San Roque Elementary School","Essentials & Services","Socorro","Socorro","Socorro, Siargao","","","","https://www.openstreetmap.org/way/968696346","OpenStreetMap","2026-03-11T21:34:01.253Z",""
"Katipunan Elementary School","Essentials & Services","Pilar","Pilar","Pilar, Siargao","","","","https://www.openstreetmap.org/way/975879834","OpenStreetMap","2026-03-11T21:34:01.253Z",""
"Lanit-ag Primary School","Essentials & Services","Socorro","Socorro","Socorro, Siargao","","","","https://www.openstreetmap.org/way/993142970","OpenStreetMap","2026-03-11T21:34:01.253Z",""
"Lawigan Elementary School","Essentials & Services","Socorro","Socorro","Socorro, Siargao","","","","https://www.openstreetmap.org/way/993143026","OpenStreetMap","2026-03-11T21:34:01.253Z",""
"Matin-ao Elementary School","Essentials & Services","Burgos","Burgos","Burgos, Siargao","","","","https://www.openstreetmap.org/way/1001673608","OpenStreetMap","2026-03-11T21:34:01.253Z",""
"Montserrat Elementary School","Essentials & Services","Dapa","Dapa","Dapa, Siargao","","","","https://www.openstreetmap.org/way/1001676047","OpenStreetMap","2026-03-11T21:34:01.253Z",""
"Abad Santos Elementary School","Essentials & Services","Santa Monica","Santa Monica","Santa Monica, Siargao","","","","https://www.openstreetmap.org/way/1001723808","OpenStreetMap","2026-03-11T21:34:01.253Z",""
"Nuevo Campo Elementary School","Essentials & Services","San Benito","San Benito","San Benito, Siargao","","","","https://www.openstreetmap.org/way/1001729084","OpenStreetMap","2026-03-11T21:34:01.253Z",""
"Bagacay Elementary School","Essentials & Services","Del Carmen","Del Carmen","Del Carmen, Siargao","","","","https://www.openstreetmap.org/way/1001913879","OpenStreetMap","2026-03-11T21:34:01.253Z",""
"Del Carmen District Hospital","Transport Rentals","General Luna","General Luna","Santa Monica-San Isidro Road, Siargao","","","","https://www.openstreetmap.org/way/1001916176","OpenStreetMap","2026-03-11T21:34:01.253Z",""
"Del Carmen Municipal Hall","Transport Rentals","Del Carmen","Del Carmen","Del Carmen, Siargao","","","","https://www.openstreetmap.org/way/1001916179","OpenStreetMap","2026-03-11T21:34:01.253Z",""
"Oguing Navarro Memorial National High School","Essentials & Services","Del Carmen","Del Carmen","Del Carmen, Siargao","","","","https://www.openstreetmap.org/way/1001918635","OpenStreetMap","2026-03-11T21:34:01.253Z",""
